Tipo_dia	Modo	Paradero	Comuna	Media_hora	Subidas_Promedio
LABORAL	Metro	QUILIN	PEÑALOLÉN	22:00:00	99
LABORAL	Metro	QUILIN	PEÑALOLÉN	22:30:00	35
LABORAL	Metro	QUILIN	PEÑALOLÉN	23:00:00	1
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	5:30:00	9
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	6:00:00	331
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	6:30:00	470
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	7:00:00	660
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	7:30:00	659
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	8:00:00	644
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	8:30:00	477
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	9:00:00	423
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	9:30:00	376
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	10:00:00	305
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	10:30:00	283
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	11:00:00	286
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	11:30:00	309
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	12:00:00	336
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	12:30:00	353
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	13:00:00	497
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	13:30:00	417
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	14:00:00	492
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	14:30:00	319
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	15:00:00	344
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	15:30:00	344
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	16:00:00	560
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	16:30:00	522
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	17:00:00	855
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	17:30:00	722
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	18:00:00	724
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	18:30:00	479
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	19:00:00	378
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	19:30:00	260
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	20:00:00	278
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	20:30:00	184
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	21:00:00	156
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	21:30:00	87
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	22:00:00	82
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	22:30:00	47
LABORAL	Metro	QUINTA NORMAL	SANTIAGO	23:00:00	0
LABORAL	Metro	REPUBLICA	SANTIAGO	5:30:00	78
LABORAL	Metro	REPUBLICA	SANTIAGO	6:00:00	291
LABORAL	Metro	REPUBLICA	SANTIAGO	6:30:00	473
LABORAL	Metro	REPUBLICA	SANTIAGO	7:00:00	784
LABORAL	Metro	REPUBLICA	SANTIAGO	7:30:00	931
LABORAL	Metro	REPUBLICA	SANTIAGO	8:00:00	934
LABORAL	Metro	REPUBLICA	SANTIAGO	8:30:00	745
LABORAL	Metro	REPUBLICA	SANTIAGO	9:00:00	550
LABORAL	Metro	REPUBLICA	SANTIAGO	9:30:00	566
LABORAL	Metro	REPUBLICA	SANTIAGO	10:00:00	666
LABORAL	Metro	REPUBLICA	SANTIAGO	10:30:00	645
LABORAL	Metro	REPUBLICA	SANTIAGO	11:00:00	800
LABORAL	Metro	REPUBLICA	SANTIAGO	11:30:00	885
LABORAL	Metro	REPUBLICA	SANTIAGO	12:00:00	1151
LABORAL	Metro	REPUBLICA	SANTIAGO	12:30:00	1226
LABORAL	Metro	REPUBLICA	SANTIAGO	13:00:00	1493
LABORAL	Metro	REPUBLICA	SANTIAGO	13:30:00	1280
LABORAL	Metro	REPUBLICA	SANTIAGO	14:00:00	1312
LABORAL	Metro	REPUBLICA	SANTIAGO	14:30:00	1044
LABORAL	Metro	REPUBLICA	SANTIAGO	15:00:00	1249
LABORAL	Metro	REPUBLICA	SANTIAGO	15:30:00	1590
LABORAL	Metro	REPUBLICA	SANTIAGO	16:00:00	1371
LABORAL	Metro	REPUBLICA	SANTIAGO	16:30:00	1544
LABORAL	Metro	REPUBLICA	SANTIAGO	17:00:00	1677
LABORAL	Metro	REPUBLICA	SANTIAGO	17:30:00	1796
LABORAL	Metro	REPUBLICA	SANTIAGO	18:00:00	1619
LABORAL	Metro	REPUBLICA	SANTIAGO	18:30:00	1516
LABORAL	Metro	REPUBLICA	SANTIAGO	19:00:00	1053
LABORAL	Metro	REPUBLICA	SANTIAGO	19:30:00	779
LABORAL	Metro	REPUBLICA	SANTIAGO	20:00:00	789
LABORAL	Metro	REPUBLICA	SANTIAGO	20:30:00	661
LABORAL	Metro	REPUBLICA	SANTIAGO	21:00:00	792
LABORAL	Metro	REPUBLICA	SANTIAGO	21:30:00	920
LABORAL	Metro	REPUBLICA	SANTIAGO	22:00:00	826
LABORAL	Metro	REPUBLICA	SANTIAGO	22:30:00	328
LABORAL	Metro	REPUBLICA	SANTIAGO	23:00:00	11
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	5:30:00	21
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	6:00:00	106
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	6:30:00	210
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	7:00:00	378
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	7:30:00	387
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	8:00:00	364
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	8:30:00	282
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	9:00:00	210
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	9:30:00	184
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	10:00:00	148
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	10:30:00	143
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	11:00:00	137
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	11:30:00	123
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	12:00:00	125
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	12:30:00	123
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	13:00:00	134
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	13:30:00	125
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	14:00:00	159
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	14:30:00	167
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	15:00:00	171
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	15:30:00	145
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	16:00:00	188
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	16:30:00	226
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	17:00:00	447
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	17:30:00	513
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	18:00:00	783
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	18:30:00	406
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	19:00:00	344
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	19:30:00	131
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	20:00:00	134
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	20:30:00	65
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	21:00:00	60
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	21:30:00	48
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	22:00:00	86
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	22:30:00	28
LABORAL	Metro	RODRIGO DE ARAYA	SAN JOAQUÍN	23:00:00	0
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	5:30:00	60
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	6:00:00	97
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	6:30:00	233
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	7:00:00	340
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	7:30:00	440
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	8:00:00	426
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	8:30:00	304
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	9:00:00	238
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	9:30:00	184
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	10:00:00	181
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	10:30:00	153
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	11:00:00	134
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	11:30:00	117
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	12:00:00	129
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	12:30:00	120
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	13:00:00	156
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	13:30:00	151
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	14:00:00	150
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	14:30:00	116
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	15:00:00	120
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	15:30:00	146
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	16:00:00	153
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	16:30:00	181
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	17:00:00	195
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	17:30:00	262
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	18:00:00	312
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	18:30:00	226
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	19:00:00	167
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	19:30:00	111
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	20:00:00	205
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	20:30:00	118
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	21:00:00	77
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	21:30:00	63
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	22:00:00	57
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	22:30:00	131
LABORAL	Metro	ROJAS MAGALLANES	LA FLORIDA	23:00:00	23
LABORAL	Metro	RONDIZONNI	SANTIAGO	5:30:00	56
LABORAL	Metro	RONDIZONNI	SANTIAGO	6:00:00	213
LABORAL	Metro	RONDIZONNI	SANTIAGO	6:30:00	325
LABORAL	Metro	RONDIZONNI	SANTIAGO	7:00:00	508
LABORAL	Metro	RONDIZONNI	SANTIAGO	7:30:00	523
LABORAL	Metro	RONDIZONNI	SANTIAGO	8:00:00	520
LABORAL	Metro	RONDIZONNI	SANTIAGO	8:30:00	354
LABORAL	Metro	RONDIZONNI	SANTIAGO	9:00:00	361
LABORAL	Metro	RONDIZONNI	SANTIAGO	9:30:00	406
LABORAL	Metro	RONDIZONNI	SANTIAGO	10:00:00	420
LABORAL	Metro	RONDIZONNI	SANTIAGO	10:30:00	396
LABORAL	Metro	RONDIZONNI	SANTIAGO	11:00:00	431
LABORAL	Metro	RONDIZONNI	SANTIAGO	11:30:00	447
LABORAL	Metro	RONDIZONNI	SANTIAGO	12:00:00	460
LABORAL	Metro	RONDIZONNI	SANTIAGO	12:30:00	521
LABORAL	Metro	RONDIZONNI	SANTIAGO	13:00:00	574
LABORAL	Metro	RONDIZONNI	SANTIAGO	13:30:00	385
LABORAL	Metro	RONDIZONNI	SANTIAGO	14:00:00	419
LABORAL	Metro	RONDIZONNI	SANTIAGO	14:30:00	472
LABORAL	Metro	RONDIZONNI	SANTIAGO	15:00:00	437
LABORAL	Metro	RONDIZONNI	SANTIAGO	15:30:00	477
LABORAL	Metro	RONDIZONNI	SANTIAGO	16:00:00	670
LABORAL	Metro	RONDIZONNI	SANTIAGO	16:30:00	607
LABORAL	Metro	RONDIZONNI	SANTIAGO	17:00:00	823
LABORAL	Metro	RONDIZONNI	SANTIAGO	17:30:00	891
LABORAL	Metro	RONDIZONNI	SANTIAGO	18:00:00	843
LABORAL	Metro	RONDIZONNI	SANTIAGO	18:30:00	565
LABORAL	Metro	RONDIZONNI	SANTIAGO	19:00:00	415
LABORAL	Metro	RONDIZONNI	SANTIAGO	19:30:00	266
LABORAL	Metro	RONDIZONNI	SANTIAGO	20:00:00	304
LABORAL	Metro	RONDIZONNI	SANTIAGO	20:30:00	175
LABORAL	Metro	RONDIZONNI	SANTIAGO	21:00:00	166
LABORAL	Metro	RONDIZONNI	SANTIAGO	21:30:00	97
LABORAL	Metro	RONDIZONNI	SANTIAGO	22:00:00	79
LABORAL	Metro	RONDIZONNI	SANTIAGO	22:30:00	40
LABORAL	Metro	RONDIZONNI	SANTIAGO	23:00:00	1
LABORAL	Metro	SALVADOR	PROVIDENCIA	5:30:00	16
LABORAL	Metro	SALVADOR	PROVIDENCIA	6:00:00	68
LABORAL	Metro	SALVADOR	PROVIDENCIA	6:30:00	172
LABORAL	Metro	SALVADOR	PROVIDENCIA	7:00:00	338
LABORAL	Metro	SALVADOR	PROVIDENCIA	7:30:00	521
LABORAL	Metro	SALVADOR	PROVIDENCIA	8:00:00	751
LABORAL	Metro	SALVADOR	PROVIDENCIA	8:30:00	781
LABORAL	Metro	SALVADOR	PROVIDENCIA	9:00:00	627
LABORAL	Metro	SALVADOR	PROVIDENCIA	9:30:00	622
LABORAL	Metro	SALVADOR	PROVIDENCIA	10:00:00	630
LABORAL	Metro	SALVADOR	PROVIDENCIA	10:30:00	663
LABORAL	Metro	SALVADOR	PROVIDENCIA	11:00:00	748
LABORAL	Metro	SALVADOR	PROVIDENCIA	11:30:00	778
LABORAL	Metro	SALVADOR	PROVIDENCIA	12:00:00	793
LABORAL	Metro	SALVADOR	PROVIDENCIA	12:30:00	868
LABORAL	Metro	SALVADOR	PROVIDENCIA	13:00:00	1008
LABORAL	Metro	SALVADOR	PROVIDENCIA	13:30:00	799
LABORAL	Metro	SALVADOR	PROVIDENCIA	14:00:00	869
LABORAL	Metro	SALVADOR	PROVIDENCIA	14:30:00	855
LABORAL	Metro	SALVADOR	PROVIDENCIA	15:00:00	850
LABORAL	Metro	SALVADOR	PROVIDENCIA	15:30:00	914
LABORAL	Metro	SALVADOR	PROVIDENCIA	16:00:00	1176
LABORAL	Metro	SALVADOR	PROVIDENCIA	16:30:00	1181
LABORAL	Metro	SALVADOR	PROVIDENCIA	17:00:00	1751
LABORAL	Metro	SALVADOR	PROVIDENCIA	17:30:00	1450
LABORAL	Metro	SALVADOR	PROVIDENCIA	18:00:00	1691
LABORAL	Metro	SALVADOR	PROVIDENCIA	18:30:00	1056
LABORAL	Metro	SALVADOR	PROVIDENCIA	19:00:00	899
LABORAL	Metro	SALVADOR	PROVIDENCIA	19:30:00	616
LABORAL	Metro	SALVADOR	PROVIDENCIA	20:00:00	989
LABORAL	Metro	SALVADOR	PROVIDENCIA	20:30:00	540
LABORAL	Metro	SALVADOR	PROVIDENCIA	21:00:00	461
LABORAL	Metro	SALVADOR	PROVIDENCIA	21:30:00	278
LABORAL	Metro	SALVADOR	PROVIDENCIA	22:00:00	264
LABORAL	Metro	SALVADOR	PROVIDENCIA	22:30:00	125
LABORAL	Metro	SALVADOR	PROVIDENCIA	23:00:00	5
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	5:30:00	21
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	6:00:00	1200
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	6:30:00	1566
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	7:00:00	1906
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	7:30:00	1935
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	8:00:00	1816
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	8:30:00	1446
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	9:00:00	1218
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	9:30:00	964
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	10:00:00	756
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	10:30:00	665
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	11:00:00	593
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	11:30:00	542
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	12:00:00	505
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	12:30:00	518
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	13:00:00	507
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	13:30:00	584
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	14:00:00	555
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	14:30:00	464
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	15:00:00	419
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	15:30:00	416
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	16:00:00	426
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	16:30:00	459
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	17:00:00	557
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	17:30:00	647
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	18:00:00	748
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	18:30:00	641
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	19:00:00	508
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	19:30:00	382
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	20:00:00	322
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	20:30:00	262
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	21:00:00	238
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	21:30:00	153
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	22:00:00	130
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	22:30:00	89
LABORAL	Metro	SAN ALBERTO HURTADO	ESTACIÓN CENTRAL	23:00:00	7
LABORAL	Metro	SAN JOAQUIN	MACUL	5:30:00	21
LABORAL	Metro	SAN JOAQUIN	MACUL	6:00:00	107
LABORAL	Metro	SAN JOAQUIN	MACUL	6:30:00	178
LABORAL	Metro	SAN JOAQUIN	MACUL	7:00:00	334
LABORAL	Metro	SAN JOAQUIN	MACUL	7:30:00	365
LABORAL	Metro	SAN JOAQUIN	MACUL	8:00:00	334
LABORAL	Metro	SAN JOAQUIN	MACUL	8:30:00	241
LABORAL	Metro	SAN JOAQUIN	MACUL	9:00:00	227
LABORAL	Metro	SAN JOAQUIN	MACUL	9:30:00	454
LABORAL	Metro	SAN JOAQUIN	MACUL	10:00:00	309
LABORAL	Metro	SAN JOAQUIN	MACUL	10:30:00	565
LABORAL	Metro	SAN JOAQUIN	MACUL	11:00:00	908
LABORAL	Metro	SAN JOAQUIN	MACUL	11:30:00	549
LABORAL	Metro	SAN JOAQUIN	MACUL	12:00:00	1411
LABORAL	Metro	SAN JOAQUIN	MACUL	12:30:00	1082
LABORAL	Metro	SAN JOAQUIN	MACUL	13:00:00	1053
LABORAL	Metro	SAN JOAQUIN	MACUL	13:30:00	2085
LABORAL	Metro	SAN JOAQUIN	MACUL	14:00:00	990
LABORAL	Metro	SAN JOAQUIN	MACUL	14:30:00	929
LABORAL	Metro	SAN JOAQUIN	MACUL	15:00:00	848
LABORAL	Metro	SAN JOAQUIN	MACUL	15:30:00	952
LABORAL	Metro	SAN JOAQUIN	MACUL	16:00:00	2098
LABORAL	Metro	SAN JOAQUIN	MACUL	16:30:00	1286
LABORAL	Metro	SAN JOAQUIN	MACUL	17:00:00	2487
LABORAL	Metro	SAN JOAQUIN	MACUL	17:30:00	2531
LABORAL	Metro	SAN JOAQUIN	MACUL	18:00:00	1572
LABORAL	Metro	SAN JOAQUIN	MACUL	18:30:00	1435
LABORAL	Metro	SAN JOAQUIN	MACUL	19:00:00	917
LABORAL	Metro	SAN JOAQUIN	MACUL	19:30:00	785
LABORAL	Metro	SAN JOAQUIN	MACUL	20:00:00	1052
LABORAL	Metro	SAN JOAQUIN	MACUL	20:30:00	604
LABORAL	Metro	SAN JOAQUIN	MACUL	21:00:00	462
LABORAL	Metro	SAN JOAQUIN	MACUL	21:30:00	516
LABORAL	Metro	SAN JOAQUIN	MACUL	22:00:00	518
LABORAL	Metro	SAN JOAQUIN	MACUL	22:30:00	201
LABORAL	Metro	SAN JOAQUIN	MACUL	23:00:00	2
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	5:30:00	78
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	6:00:00	280
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	6:30:00	585
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	7:00:00	881
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	7:30:00	917
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	8:00:00	861
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	8:30:00	540
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	9:00:00	423
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	9:30:00	313
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	10:00:00	288
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	10:30:00	243
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	11:00:00	203
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	11:30:00	210
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	12:00:00	174
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	12:30:00	190
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	13:00:00	233
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	13:30:00	172
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	14:00:00	170
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	14:30:00	130
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	15:00:00	140
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	15:30:00	148
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	16:00:00	258
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	16:30:00	177
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	17:00:00	207
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	17:30:00	196
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	18:00:00	243
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	18:30:00	212
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	19:00:00	155
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	19:30:00	84
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	20:00:00	109
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	20:30:00	76
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	21:00:00	67
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	21:30:00	54
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	22:00:00	33
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	22:30:00	31
LABORAL	Metro	SAN JOSE DE LA ESTRELLA	LA FLORIDA	23:00:00	1
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	5:30:00	90
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	6:00:00	251
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	6:30:00	531
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	7:00:00	824
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	7:30:00	1044
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	8:00:00	935
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	8:30:00	687
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	9:00:00	536
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	9:30:00	465
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	10:00:00	396
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	10:30:00	372
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	11:00:00	395
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	11:30:00	363
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	12:00:00	392
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	12:30:00	408
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	13:00:00	524
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	13:30:00	467
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	14:00:00	448
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	14:30:00	416
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	15:00:00	416
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	15:30:00	457
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	16:00:00	553
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	16:30:00	462
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	17:00:00	636
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	17:30:00	607
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	18:00:00	753
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	18:30:00	545
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	19:00:00	422
LABORAL	Metro	SAN MIGUEL	SAN MIGUEL	19:30:00	256
