Tipo_dia	Modo	Paradero	Comuna	Media_hora	Subidas_Promedio
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	5:30:00	159
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	6:00:00	947
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	6:30:00	2385
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	7:00:00	3386
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	7:30:00	3928
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	8:00:00	4032
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	8:30:00	3179
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	9:00:00	2579
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	9:30:00	2151
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	10:00:00	2077
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	10:30:00	1857
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	11:00:00	1807
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	11:30:00	1902
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	12:00:00	1798
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	12:30:00	1926
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	13:00:00	2180
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	13:30:00	1820
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	14:00:00	1740
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	14:30:00	1654
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	15:00:00	1784
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	15:30:00	1529
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	16:00:00	1459
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	16:30:00	2005
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	17:00:00	1896
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	17:30:00	2119
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	18:00:00	2906
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	18:30:00	2714
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	19:00:00	1804
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	19:30:00	1308
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	20:00:00	1146
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	20:30:00	742
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	21:00:00	778
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	21:30:00	405
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	22:00:00	290
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	22:30:00	147
LABORAL	Metro	ESTACION CENTRAL	ESTACIÓN CENTRAL	23:00:00	10
LABORAL	Metro	ALCANTARA	LAS CONDES	5:30:00	7
LABORAL	Metro	ALCANTARA	LAS CONDES	6:00:00	42
LABORAL	Metro	ALCANTARA	LAS CONDES	6:30:00	74
LABORAL	Metro	ALCANTARA	LAS CONDES	7:00:00	236
LABORAL	Metro	ALCANTARA	LAS CONDES	7:30:00	411
LABORAL	Metro	ALCANTARA	LAS CONDES	8:00:00	382
LABORAL	Metro	ALCANTARA	LAS CONDES	8:30:00	343
LABORAL	Metro	ALCANTARA	LAS CONDES	9:00:00	289
LABORAL	Metro	ALCANTARA	LAS CONDES	9:30:00	221
LABORAL	Metro	ALCANTARA	LAS CONDES	10:00:00	217
LABORAL	Metro	ALCANTARA	LAS CONDES	10:30:00	240
LABORAL	Metro	ALCANTARA	LAS CONDES	11:00:00	214
LABORAL	Metro	ALCANTARA	LAS CONDES	11:30:00	235
LABORAL	Metro	ALCANTARA	LAS CONDES	12:00:00	239
LABORAL	Metro	ALCANTARA	LAS CONDES	12:30:00	274
LABORAL	Metro	ALCANTARA	LAS CONDES	13:00:00	335
LABORAL	Metro	ALCANTARA	LAS CONDES	13:30:00	288
LABORAL	Metro	ALCANTARA	LAS CONDES	14:00:00	325
LABORAL	Metro	ALCANTARA	LAS CONDES	14:30:00	290
LABORAL	Metro	ALCANTARA	LAS CONDES	15:00:00	344
LABORAL	Metro	ALCANTARA	LAS CONDES	15:30:00	347
LABORAL	Metro	ALCANTARA	LAS CONDES	16:00:00	505
LABORAL	Metro	ALCANTARA	LAS CONDES	16:30:00	466
LABORAL	Metro	ALCANTARA	LAS CONDES	17:00:00	929
LABORAL	Metro	ALCANTARA	LAS CONDES	17:30:00	863
LABORAL	Metro	ALCANTARA	LAS CONDES	18:00:00	1105
LABORAL	Metro	ALCANTARA	LAS CONDES	18:30:00	798
LABORAL	Metro	ALCANTARA	LAS CONDES	19:00:00	597
LABORAL	Metro	ALCANTARA	LAS CONDES	19:30:00	287
LABORAL	Metro	ALCANTARA	LAS CONDES	20:00:00	254
LABORAL	Metro	ALCANTARA	LAS CONDES	20:30:00	144
LABORAL	Metro	ALCANTARA	LAS CONDES	21:00:00	137
LABORAL	Metro	ALCANTARA	LAS CONDES	21:30:00	98
LABORAL	Metro	ALCANTARA	LAS CONDES	22:00:00	112
LABORAL	Metro	ALCANTARA	LAS CONDES	22:30:00	48
LABORAL	Metro	ALCANTARA	LAS CONDES	23:00:00	3
LABORAL	Metro	ALCANTARA	LAS CONDES	23:30:00	0
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	5:30:00	32
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	6:00:00	238
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	6:30:00	244
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	7:00:00	395
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	7:30:00	523
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	8:00:00	587
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	8:30:00	465
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	9:00:00	393
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	9:30:00	399
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	10:00:00	360
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	10:30:00	441
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	11:00:00	560
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	11:30:00	549
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	12:00:00	639
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	12:30:00	785
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	13:00:00	791
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	13:30:00	902
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	14:00:00	941
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	14:30:00	647
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	15:00:00	559
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	15:30:00	691
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	16:00:00	1011
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	16:30:00	991
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	17:00:00	1116
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	17:30:00	1531
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	18:00:00	1770
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	18:30:00	1265
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	19:00:00	1011
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	19:30:00	703
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	20:00:00	722
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	20:30:00	521
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	21:00:00	568
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	21:30:00	652
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	22:00:00	505
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	22:30:00	270
LABORAL	Metro	BAQUEDANO	PROVIDENCIA	23:00:00	6
LABORAL	Metro	BARRANCAS	PUDAHUEL	5:30:00	41
LABORAL	Metro	BARRANCAS	PUDAHUEL	6:00:00	266
LABORAL	Metro	BARRANCAS	PUDAHUEL	6:30:00	431
LABORAL	Metro	BARRANCAS	PUDAHUEL	7:00:00	821
LABORAL	Metro	BARRANCAS	PUDAHUEL	7:30:00	715
LABORAL	Metro	BARRANCAS	PUDAHUEL	8:00:00	535
LABORAL	Metro	BARRANCAS	PUDAHUEL	8:30:00	423
LABORAL	Metro	BARRANCAS	PUDAHUEL	9:00:00	341
LABORAL	Metro	BARRANCAS	PUDAHUEL	9:30:00	254
LABORAL	Metro	BARRANCAS	PUDAHUEL	10:00:00	247
LABORAL	Metro	BARRANCAS	PUDAHUEL	10:30:00	205
LABORAL	Metro	BARRANCAS	PUDAHUEL	11:00:00	195
LABORAL	Metro	BARRANCAS	PUDAHUEL	11:30:00	174
LABORAL	Metro	BARRANCAS	PUDAHUEL	12:00:00	189
LABORAL	Metro	BARRANCAS	PUDAHUEL	12:30:00	203
LABORAL	Metro	BARRANCAS	PUDAHUEL	13:00:00	231
LABORAL	Metro	BARRANCAS	PUDAHUEL	13:30:00	234
LABORAL	Metro	BARRANCAS	PUDAHUEL	14:00:00	233
LABORAL	Metro	BARRANCAS	PUDAHUEL	14:30:00	228
LABORAL	Metro	BARRANCAS	PUDAHUEL	15:00:00	231
LABORAL	Metro	BARRANCAS	PUDAHUEL	15:30:00	240
LABORAL	Metro	BARRANCAS	PUDAHUEL	16:00:00	278
LABORAL	Metro	BARRANCAS	PUDAHUEL	16:30:00	304
LABORAL	Metro	BARRANCAS	PUDAHUEL	17:00:00	447
LABORAL	Metro	BARRANCAS	PUDAHUEL	17:30:00	549
LABORAL	Metro	BARRANCAS	PUDAHUEL	18:00:00	603
LABORAL	Metro	BARRANCAS	PUDAHUEL	18:30:00	549
LABORAL	Metro	BARRANCAS	PUDAHUEL	19:00:00	332
LABORAL	Metro	BARRANCAS	PUDAHUEL	19:30:00	211
LABORAL	Metro	BARRANCAS	PUDAHUEL	20:00:00	194
LABORAL	Metro	BARRANCAS	PUDAHUEL	20:30:00	165
LABORAL	Metro	BARRANCAS	PUDAHUEL	21:00:00	115
LABORAL	Metro	BARRANCAS	PUDAHUEL	21:30:00	95
LABORAL	Metro	BARRANCAS	PUDAHUEL	22:00:00	100
LABORAL	Metro	BARRANCAS	PUDAHUEL	22:30:00	65
LABORAL	Metro	BARRANCAS	PUDAHUEL	23:00:00	0
LABORAL	Metro	BELLAS ARTES	SANTIAGO	5:30:00	10
LABORAL	Metro	BELLAS ARTES	SANTIAGO	6:00:00	57
LABORAL	Metro	BELLAS ARTES	SANTIAGO	6:30:00	131
LABORAL	Metro	BELLAS ARTES	SANTIAGO	7:00:00	246
LABORAL	Metro	BELLAS ARTES	SANTIAGO	7:30:00	325
LABORAL	Metro	BELLAS ARTES	SANTIAGO	8:00:00	260
LABORAL	Metro	BELLAS ARTES	SANTIAGO	8:30:00	202
LABORAL	Metro	BELLAS ARTES	SANTIAGO	9:00:00	192
LABORAL	Metro	BELLAS ARTES	SANTIAGO	9:30:00	172
LABORAL	Metro	BELLAS ARTES	SANTIAGO	10:00:00	133
LABORAL	Metro	BELLAS ARTES	SANTIAGO	10:30:00	159
LABORAL	Metro	BELLAS ARTES	SANTIAGO	11:00:00	159
LABORAL	Metro	BELLAS ARTES	SANTIAGO	11:30:00	170
LABORAL	Metro	BELLAS ARTES	SANTIAGO	12:00:00	186
LABORAL	Metro	BELLAS ARTES	SANTIAGO	12:30:00	206
LABORAL	Metro	BELLAS ARTES	SANTIAGO	13:00:00	256
LABORAL	Metro	BELLAS ARTES	SANTIAGO	13:30:00	240
LABORAL	Metro	BELLAS ARTES	SANTIAGO	14:00:00	279
LABORAL	Metro	BELLAS ARTES	SANTIAGO	14:30:00	237
LABORAL	Metro	BELLAS ARTES	SANTIAGO	15:00:00	273
LABORAL	Metro	BELLAS ARTES	SANTIAGO	15:30:00	270
LABORAL	Metro	BELLAS ARTES	SANTIAGO	16:00:00	392
LABORAL	Metro	BELLAS ARTES	SANTIAGO	16:30:00	475
LABORAL	Metro	BELLAS ARTES	SANTIAGO	17:00:00	699
LABORAL	Metro	BELLAS ARTES	SANTIAGO	17:30:00	809
LABORAL	Metro	BELLAS ARTES	SANTIAGO	18:00:00	1107
LABORAL	Metro	BELLAS ARTES	SANTIAGO	18:30:00	847
LABORAL	Metro	BELLAS ARTES	SANTIAGO	19:00:00	587
LABORAL	Metro	BELLAS ARTES	SANTIAGO	19:30:00	413
LABORAL	Metro	BELLAS ARTES	SANTIAGO	20:00:00	377
LABORAL	Metro	BELLAS ARTES	SANTIAGO	20:30:00	296
LABORAL	Metro	BELLAS ARTES	SANTIAGO	21:00:00	307
LABORAL	Metro	BELLAS ARTES	SANTIAGO	21:30:00	256
LABORAL	Metro	BELLAS ARTES	SANTIAGO	22:00:00	200
LABORAL	Metro	BELLAS ARTES	SANTIAGO	22:30:00	130
LABORAL	Metro	BELLAS ARTES	SANTIAGO	23:00:00	6
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	5:30:00	96
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	6:00:00	425
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	6:30:00	664
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	7:00:00	1187
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	7:30:00	1223
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	8:00:00	1192
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	8:30:00	920
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	9:00:00	778
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	9:30:00	618
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	10:00:00	514
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	10:30:00	551
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	11:00:00	504
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	11:30:00	508
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	12:00:00	505
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	12:30:00	521
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	13:00:00	550
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	13:30:00	553
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	14:00:00	539
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	14:30:00	459
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	15:00:00	451
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	15:30:00	416
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	16:00:00	447
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	16:30:00	509
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	17:00:00	648
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	17:30:00	678
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	18:00:00	804
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	18:30:00	673
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	19:00:00	635
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	19:30:00	405
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	20:00:00	413
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	20:30:00	456
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	21:00:00	319
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	21:30:00	191
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	22:00:00	161
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	22:30:00	74
LABORAL	Metro	BELLAVISTA DE LA FLORIDA	LA FLORIDA	23:00:00	1
LABORAL	Metro	BIO BIO	SANTIAGO	5:30:00	11
LABORAL	Metro	BIO BIO	SANTIAGO	6:00:00	210
LABORAL	Metro	BIO BIO	SANTIAGO	6:30:00	275
LABORAL	Metro	BIO BIO	SANTIAGO	7:00:00	484
LABORAL	Metro	BIO BIO	SANTIAGO	7:30:00	599
LABORAL	Metro	BIO BIO	SANTIAGO	8:00:00	520
LABORAL	Metro	BIO BIO	SANTIAGO	8:30:00	346
LABORAL	Metro	BIO BIO	SANTIAGO	9:00:00	252
LABORAL	Metro	BIO BIO	SANTIAGO	9:30:00	197
LABORAL	Metro	BIO BIO	SANTIAGO	10:00:00	130
LABORAL	Metro	BIO BIO	SANTIAGO	10:30:00	133
LABORAL	Metro	BIO BIO	SANTIAGO	11:00:00	115
LABORAL	Metro	BIO BIO	SANTIAGO	11:30:00	129
LABORAL	Metro	BIO BIO	SANTIAGO	12:00:00	125
LABORAL	Metro	BIO BIO	SANTIAGO	12:30:00	135
LABORAL	Metro	BIO BIO	SANTIAGO	13:00:00	133
LABORAL	Metro	BIO BIO	SANTIAGO	13:30:00	121
LABORAL	Metro	BIO BIO	SANTIAGO	14:00:00	118
LABORAL	Metro	BIO BIO	SANTIAGO	14:30:00	111
LABORAL	Metro	BIO BIO	SANTIAGO	15:00:00	113
LABORAL	Metro	BIO BIO	SANTIAGO	15:30:00	119
LABORAL	Metro	BIO BIO	SANTIAGO	16:00:00	121
LABORAL	Metro	BIO BIO	SANTIAGO	16:30:00	157
LABORAL	Metro	BIO BIO	SANTIAGO	17:00:00	224
LABORAL	Metro	BIO BIO	SANTIAGO	17:30:00	288
LABORAL	Metro	BIO BIO	SANTIAGO	18:00:00	440
LABORAL	Metro	BIO BIO	SANTIAGO	18:30:00	243
LABORAL	Metro	BIO BIO	SANTIAGO	19:00:00	148
LABORAL	Metro	BIO BIO	SANTIAGO	19:30:00	86
LABORAL	Metro	BIO BIO	SANTIAGO	20:00:00	79
LABORAL	Metro	BIO BIO	SANTIAGO	20:30:00	56
LABORAL	Metro	BIO BIO	SANTIAGO	21:00:00	43
LABORAL	Metro	BIO BIO	SANTIAGO	21:30:00	31
LABORAL	Metro	BIO BIO	SANTIAGO	22:00:00	26
LABORAL	Metro	BIO BIO	SANTIAGO	22:30:00	10
LABORAL	Metro	BIO BIO	SANTIAGO	23:00:00	0
LABORAL	Metro	BLANQUEADO	LO PRADO	5:30:00	58
LABORAL	Metro	BLANQUEADO	LO PRADO	6:00:00	291
LABORAL	Metro	BLANQUEADO	LO PRADO	6:30:00	467
LABORAL	Metro	BLANQUEADO	LO PRADO	7:00:00	738
LABORAL	Metro	BLANQUEADO	LO PRADO	7:30:00	637
LABORAL	Metro	BLANQUEADO	LO PRADO	8:00:00	603
LABORAL	Metro	BLANQUEADO	LO PRADO	8:30:00	423
LABORAL	Metro	BLANQUEADO	LO PRADO	9:00:00	354
LABORAL	Metro	BLANQUEADO	LO PRADO	9:30:00	298
LABORAL	Metro	BLANQUEADO	LO PRADO	10:00:00	254
LABORAL	Metro	BLANQUEADO	LO PRADO	10:30:00	194
LABORAL	Metro	BLANQUEADO	LO PRADO	11:00:00	185
LABORAL	Metro	BLANQUEADO	LO PRADO	11:30:00	165
LABORAL	Metro	BLANQUEADO	LO PRADO	12:00:00	162
LABORAL	Metro	BLANQUEADO	LO PRADO	12:30:00	156
LABORAL	Metro	BLANQUEADO	LO PRADO	13:00:00	179
LABORAL	Metro	BLANQUEADO	LO PRADO	13:30:00	186
LABORAL	Metro	BLANQUEADO	LO PRADO	14:00:00	175
LABORAL	Metro	BLANQUEADO	LO PRADO	14:30:00	147
LABORAL	Metro	BLANQUEADO	LO PRADO	15:00:00	151
LABORAL	Metro	BLANQUEADO	LO PRADO	15:30:00	155
LABORAL	Metro	BLANQUEADO	LO PRADO	16:00:00	173
LABORAL	Metro	BLANQUEADO	LO PRADO	16:30:00	191
LABORAL	Metro	BLANQUEADO	LO PRADO	17:00:00	271
LABORAL	Metro	BLANQUEADO	LO PRADO	17:30:00	263
LABORAL	Metro	BLANQUEADO	LO PRADO	18:00:00	322
LABORAL	Metro	BLANQUEADO	LO PRADO	18:30:00	226
LABORAL	Metro	BLANQUEADO	LO PRADO	19:00:00	176
LABORAL	Metro	BLANQUEADO	LO PRADO	19:30:00	125
LABORAL	Metro	BLANQUEADO	LO PRADO	20:00:00	101
LABORAL	Metro	BLANQUEADO	LO PRADO	20:30:00	72
LABORAL	Metro	BLANQUEADO	LO PRADO	21:00:00	64
LABORAL	Metro	BLANQUEADO	LO PRADO	21:30:00	46
LABORAL	Metro	BLANQUEADO	LO PRADO	22:00:00	40
LABORAL	Metro	BLANQUEADO	LO PRADO	22:30:00	27
LABORAL	Metro	BLANQUEADO	LO PRADO	23:00:00	0
LABORAL	Metro	CAL Y CANTO	SANTIAGO	5:30:00	106
LABORAL	Metro	CAL Y CANTO	SANTIAGO	6:00:00	908
LABORAL	Metro	CAL Y CANTO	SANTIAGO	6:30:00	1253
LABORAL	Metro	CAL Y CANTO	SANTIAGO	7:00:00	1983
LABORAL	Metro	CAL Y CANTO	SANTIAGO	7:30:00	1942
LABORAL	Metro	CAL Y CANTO	SANTIAGO	8:00:00	1603
LABORAL	Metro	CAL Y CANTO	SANTIAGO	8:30:00	1218
LABORAL	Metro	CAL Y CANTO	SANTIAGO	9:00:00	1048
LABORAL	Metro	CAL Y CANTO	SANTIAGO	9:30:00	900
LABORAL	Metro	CAL Y CANTO	SANTIAGO	10:00:00	782
LABORAL	Metro	CAL Y CANTO	SANTIAGO	10:30:00	796
LABORAL	Metro	CAL Y CANTO	SANTIAGO	11:00:00	821
LABORAL	Metro	CAL Y CANTO	SANTIAGO	11:30:00	840
LABORAL	Metro	CAL Y CANTO	SANTIAGO	12:00:00	913
LABORAL	Metro	CAL Y CANTO	SANTIAGO	12:30:00	989
LABORAL	Metro	CAL Y CANTO	SANTIAGO	13:00:00	1046
LABORAL	Metro	CAL Y CANTO	SANTIAGO	13:30:00	1019
LABORAL	Metro	CAL Y CANTO	SANTIAGO	14:00:00	1017
LABORAL	Metro	CAL Y CANTO	SANTIAGO	14:30:00	940
LABORAL	Metro	CAL Y CANTO	SANTIAGO	15:00:00	965
LABORAL	Metro	CAL Y CANTO	SANTIAGO	15:30:00	940
LABORAL	Metro	CAL Y CANTO	SANTIAGO	16:00:00	1138
LABORAL	Metro	CAL Y CANTO	SANTIAGO	16:30:00	1204
LABORAL	Metro	CAL Y CANTO	SANTIAGO	17:00:00	1605
LABORAL	Metro	CAL Y CANTO	SANTIAGO	17:30:00	2093
LABORAL	Metro	CAL Y CANTO	SANTIAGO	18:00:00	2396
LABORAL	Metro	CAL Y CANTO	SANTIAGO	18:30:00	2149
LABORAL	Metro	CAL Y CANTO	SANTIAGO	19:00:00	1543
LABORAL	Metro	CAL Y CANTO	SANTIAGO	19:30:00	1030
LABORAL	Metro	CAL Y CANTO	SANTIAGO	20:00:00	895
LABORAL	Metro	CAL Y CANTO	SANTIAGO	20:30:00	539
LABORAL	Metro	CAL Y CANTO	SANTIAGO	21:00:00	503
LABORAL	Metro	CAL Y CANTO	SANTIAGO	21:30:00	293
LABORAL	Metro	CAL Y CANTO	SANTIAGO	22:00:00	174
LABORAL	Metro	CAL Y CANTO	SANTIAGO	22:30:00	95
LABORAL	Metro	CAL Y CANTO	SANTIAGO	23:00:00	1
LABORAL	Metro	CAMINO AGRICOLA	MACUL	5:30:00	63
LABORAL	Metro	CAMINO AGRICOLA	MACUL	6:00:00	230
LABORAL	Metro	CAMINO AGRICOLA	MACUL	6:30:00	324
LABORAL	Metro	CAMINO AGRICOLA	MACUL	7:00:00	530
LABORAL	Metro	CAMINO AGRICOLA	MACUL	7:30:00	544
LABORAL	Metro	CAMINO AGRICOLA	MACUL	8:00:00	570
LABORAL	Metro	CAMINO AGRICOLA	MACUL	8:30:00	375
LABORAL	Metro	CAMINO AGRICOLA	MACUL	9:00:00	319
LABORAL	Metro	CAMINO AGRICOLA	MACUL	9:30:00	320
LABORAL	Metro	CAMINO AGRICOLA	MACUL	10:00:00	228
LABORAL	Metro	CAMINO AGRICOLA	MACUL	10:30:00	277
LABORAL	Metro	CAMINO AGRICOLA	MACUL	11:00:00	328
LABORAL	Metro	CAMINO AGRICOLA	MACUL	11:30:00	287
LABORAL	Metro	CAMINO AGRICOLA	MACUL	12:00:00	398
LABORAL	Metro	CAMINO AGRICOLA	MACUL	12:30:00	372
LABORAL	Metro	CAMINO AGRICOLA	MACUL	13:00:00	416
LABORAL	Metro	CAMINO AGRICOLA	MACUL	13:30:00	485
LABORAL	Metro	CAMINO AGRICOLA	MACUL	14:00:00	375
LABORAL	Metro	CAMINO AGRICOLA	MACUL	14:30:00	290
LABORAL	Metro	CAMINO AGRICOLA	MACUL	15:00:00	354
LABORAL	Metro	CAMINO AGRICOLA	MACUL	15:30:00	459
LABORAL	Metro	CAMINO AGRICOLA	MACUL	16:00:00	615
LABORAL	Metro	CAMINO AGRICOLA	MACUL	16:30:00	455
LABORAL	Metro	CAMINO AGRICOLA	MACUL	17:00:00	848
LABORAL	Metro	CAMINO AGRICOLA	MACUL	17:30:00	668
LABORAL	Metro	CAMINO AGRICOLA	MACUL	18:00:00	547
LABORAL	Metro	CAMINO AGRICOLA	MACUL	18:30:00	674
LABORAL	Metro	CAMINO AGRICOLA	MACUL	19:00:00	342
LABORAL	Metro	CAMINO AGRICOLA	MACUL	19:30:00	232
LABORAL	Metro	CAMINO AGRICOLA	MACUL	20:00:00	291
LABORAL	Metro	CAMINO AGRICOLA	MACUL	20:30:00	224
LABORAL	Metro	CAMINO AGRICOLA	MACUL	21:00:00	249
LABORAL	Metro	CAMINO AGRICOLA	MACUL	21:30:00	243
LABORAL	Metro	CAMINO AGRICOLA	MACUL	22:00:00	303
LABORAL	Metro	CAMINO AGRICOLA	MACUL	22:30:00	113
LABORAL	Metro	CAMINO AGRICOLA	MACUL	23:00:00	1
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	5:30:00	10
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	6:00:00	266
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	6:30:00	376
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	7:00:00	660
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	7:30:00	665
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	8:00:00	492
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	8:30:00	353
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	9:00:00	288
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	9:30:00	213
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	10:00:00	205
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	10:30:00	163
LABORAL	Metro	CARDENAL CARO	CONCHALÍ	11:00:00	147
